"Taxa.Group";"Family";"Genus";"Species";"X1.1";"X1.2";"X1.3";"X1.4";"X1.5";"X1.6";"X1.7";"X2.1";"X2.2";"X3.1";"X3.2";"X3.3";"X4.1";"X4.2";"X4.3";"X4.4";"X5.1";"X5.2";"X5.3";"X5.4";"X5.5";"X5.6";"X5.7";"X5.8";"X6.1";"X6.2";"X6.3";"X6.4";"X7.1";"X7.2";"X7.3";"X7.4";"X7.5";"X8.1";"X8.2";"X8.3";"X8.4";"X8.5";"X9.1";"X9.2";"X9.3";"X9.4";"X9.5";"X9.6";"X9.7";"X9.8";"X10.1";"X10.2";"X10.3";"X10.4";"X10.5";"X10.6";"X10.7";"X10.8";"X10.9";"X11.1";"X11.2";"X11.3";"X11.4";"X11.5";"X11.6";"X11.7";"X11.8";"X12.1";"X12.2";"X12.3";"X12.4";"X12.5";"X12.6";"X12.7";"X13.1";"X13.2";"X13.3";"X13.4";"X13.5";"X13.6";"X13.7";"X13.8";"X14.1";"X14.2";"X14.3";"X15.1";"X15.2";"X15.3";"X15.4";"X15.5";"X15.6";"X15.7";"X15.8";"X15.9";"X16.1";"X16.2";"X16.3";"X16.4";"X17.1";"X17.2";"X17.3";"X18.1";"X18.2";"X19.1";"X19.2";"X19.3";"X20.1";"X20.2";"X20.3";"X20.4";"X20.5";"X21.1";"X21.2";"X21.3";"X21.4";"X21.5";"X21.6";"taxa";"level"
"90";"Gastropoda";"LYMNAEIDAE";"Galba";"truncatula";0;0;0;3;1;0;0;3;0;0;0;3;3;0;0;1;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;3;0;0;0;0;0;1;3;4;2;1;0;0;0;0;0;1;3;0;0;0;0;0;3;2;2;3;0;0;1;3;2;1;1;1;0;4;3;3;1;3;1;0;0;4;1;2;0;3;1;1;2;0;1;1;1;3;1;0;0;3;1;1;2;1;1;1;2;2;2;2;2;"Galba truncatula";"SPE"
"91";"Gastropoda";"LYMNAEIDAE";"Lymnaea";"stagnalis";0;0;0;0;3;3;0;3;2;1;3;0;3;0;0;2;0;0;0;3;1;0;0;0;2;2;0;0;0;0;0;2;0;3;0;0;0;0;0;1;0;3;0;0;0;0;0;1;2;3;0;3;0;2;0;0;0;1;3;0;0;2;0;0;3;5;1;1;2;0;1;2;2;3;3;1;0;5;3;2;1;1;2;1;1;5;1;0;2;3;3;3;1;0;1;3;2;3;3;0;2;3;0;1;3;0;0;0;0;0;1;2;3;"Lymnaea stagnalis";"SPE"
"92";"Gastropoda";"LYMNAEIDAE";"Radix";"sp.";0;0;0;1;3;0;0;2;3;0;3;0;3;0;0;3;0;0;0;3;0;0;0;0;2;1;0;0;0;0;0;2;0;3;0;0;0;0;0;1;0;3;0;0;0;0;0;0;3;5;3;1;3;1;0;0;0;1;3;0;0;0;0;0;3;2;0;1;0;0;1;2;3;2;3;1;0;2;3;3;1;3;1;1;1;5;1;0;0;3;3;3;0;0;0;3;1;3;2;0;0;3;0;1;3;2;0;0;0;0;1;2;3;"Radix sp.";"GEN"
"93";"Bivalvia";"SPHAERIIDAE";"Sphaerium";"sp.";0;0;0;3;1;0;0;1;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;1;0;0;0;0;1;0;1;3;0;0;0;0;0;0;1;4;0;2;0;0;3;0;5;1;0;2;0;0;0;0;0;0;3;0;0;0;0;1;2;1;1;1;0;0;1;1;3;3;3;0;2;3;0;0;2;0;4;2;2;1;0;0;4;3;2;1;0;1;3;1;3;1;0;0;3;0;1;3;2;0;0;0;1;2;3;3;"Sphaerium sp.";"GEN"
"94";"Bivalvia";"SPHAERIIDAE";"Pisidium";"sp.";0;3;2;1;0;0;0;2;3;0;3;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;1;0;1;0;0;1;0;1;3;0;0;0;0;0;0;1;4;1;2;0;0;3;0;5;0;0;2;0;0;0;0;0;0;3;0;0;0;0;3;2;1;1;2;0;1;2;3;3;3;3;0;3;3;2;2;1;1;4;4;3;0;1;3;4;2;2;1;0;3;1;1;3;1;1;0;3;0;3;2;1;0;0;1;2;3;3;3;"Pisidium sp.";"GEN"
"95";"Bivalvia";"CORBICULIDAE";"Corbicula";"sp.";0;0;0;0;1;3;0;0;3;0;2;2;3;3;0;3;3;1;0;0;0;0;0;0;3;1;0;0;0;0;1;0;3;1;3;0;0;0;0;0;1;1;4;0;0;0;0;3;0;3;0;0;3;0;0;0;0;0;0;3;0;0;0;1;3;0;0;0;1;0;0;0;0;0;4;4;3;0;3;0;0;1;2;5;2;0;0;0;0;3;3;3;0;0;0;1;2;3;3;0;3;0;0;0;0;1;2;0;0;0;0;1;3;"Corbicula sp.";"GEN"
"96";"Bivalvia";"DREISSENIDAE";"Dreissena";"polymorpha";0;0;0;0;3;1;0;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;1;1;0;0;0;3;0;3;0;2;0;0;3;0;0;0;0;0;0;3;0;0;0;3;2;2;0;0;2;0;0;0;0;1;4;5;2;1;3;0;0;5;0;0;0;0;0;2;0;0;3;3;0;0;0;2;1;3;2;0;0;3;0;1;3;1;0;0;0;0;0;1;3;"Dreissena polymorpha";"SPE"
"97";"Bivalvia";"DREISSENIDAE";"Congeria";"sp.";0;0;0;3;1;0;0;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;1;1;0;0;0;3;0;2;0;1;0;0;2;0;0;0;0;0;0;3;0;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;2;0;3;0;0;4;0;0;0;0;0;2;0;0;3;3;0;0;0;3;0;3;3;0;1;3;0;0;2;2;0;0;0;0;0;1;3;"Congeria sp.";"GEN"
"98";"Bivalvia";"UNIONIDAE";"Unio";"sp.";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;0;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;2;2;1;0;0;1;0;0;0;1;2;4;4;0;2;3;0;0;2;2;5;4;0;0;0;0;3;2;3;1;1;2;3;2;3;1;0;1;3;0;2;3;1;0;0;0;0;0;0;3;"Unio sp.";"GEN"
"99";"Bivalvia";"UNIONIDAE";"Anodonta";"sp.";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;2;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;0;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;0;1;2;0;0;1;0;0;0;1;2;4;4;0;1;3;0;0;0;2;5;4;2;0;0;0;4;3;3;0;0;1;2;1;3;1;0;0;3;0;1;2;2;0;0;0;0;0;1;3;"Anodonta sp.";"GEN"
"100";"Bivalvia";"UNIONIDAE";"Potomida";"littoralis";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;0;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;2;2;1;0;0;0;0;0;0;0;2;3;3;0;0;3;0;0;0;0;5;3;0;0;0;0;3;0;1;2;0;2;0;0;3;1;0;0;3;0;3;0;0;0;0;0;0;0;0;3;"Potomida (Psilunio) littoralis";"SPE"
"101";"Bivalvia";"UNIONIDAE";"Pseudanodonta";"sp.";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;0;0;0;3;3;2;0;3;0;3;0;0;0;0;3;3;0;3;0;2;0;0;0;1;0;0;0;0;2;3;3;0;0;3;0;0;0;0;5;4;0;0;0;0;4;1;3;0;0;2;0;0;3;1;0;0;3;0;1;3;0;0;0;0;0;0;0;3;"Pseudanodonta sp.";"GEN"
"102";"Bivalvia";"MARGARITIFERIDAE";"Margaritifera";"margaritifera";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;3;0;1;0;0;3;2;2;0;0;0;0;3;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;2;2;0;0;3;0;0;0;2;4;0;0;0;0;0;0;0;0;3;0;3;0;0;3;0;2;0;2;1;3;0;0;0;0;0;0;0;1;3;"Margaritifera margaritifera";"SPE"
"103";"Crustacea";"ARGULIDAE";"Argulus";"sp.";0;0;3;1;0;0;0;3;0;0;0;3;2;3;0;3;0;0;0;3;0;0;0;0;3;1;0;0;0;0;0;0;3;1;3;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;3;0;1;3;0;0;3;0;0;0;0;0;1;1;0;3;3;0;0;1;1;1;1;1;1;1;1;1;3;2;0;0;1;1;1;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;"Argulus sp.";"GEN"
"104";"Crustacea";"[Ord:Anostraca]";"Anostraca";"Gen. sp.";0;0;2;3;1;0;0;3;0;0;0;3;2;3;0;3;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;1;3;0;0;0;0;0;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;3;3;3;2;0;0;0;2;0;0;0;2;3;3;0;0;0;0;0;3;3;2;0;2;3;1;1;1;1;1;0;0;0;0;0;0;"Anostraca Gen. sp.";"FAM"
"105";"Crustacea";"TRIOPSIDAE";"Triops";"cancriformis";0;0;0;0;0;2;3;3;0;0;0;3;2;3;0;3;1;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;1;3;0;0;0;0;0;2;3;1;0;0;0;0;3;3;1;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;2;0;0;0;2;3;3;0;0;0;0;0;3;3;0;0;2;3;1;1;1;1;1;0;0;0;0;0;0;"Triops cancriformis";"SPE"
"106";"Crustacea";"TRIOPSIDAE";"Lepidurus";"apus";0;0;0;0;0;0;3;3;0;0;0;3;2;3;0;3;1;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;1;3;0;0;0;0;0;2;3;1;0;0;0;0;3;3;1;0;0;1;0;0;0;3;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;2;0;0;0;2;3;3;0;0;0;0;0;3;3;0;0;2;3;1;1;1;1;1;0;0;0;0;1;3;"Lepidurus apus";"SPE"
"107";"Crustacea";"[Ord:Conchostraca]";"Conchostraca";"Gen. sp.";0;0;0;3;0;0;0;3;0;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;1;3;0;0;0;0;0;0;3;2;0;0;0;0;3;3;0;0;0;0;0;0;0;3;0;0;3;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;3;3;0;0;2;2;1;1;1;1;1;0;0;0;0;0;0;"Conchostraca Gen. sp.";"FAM"
"108";"Crustacea";"GAMMARIDAE";"Gammarus";"sp.";0;0;0;2;2;0;0;1;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;2;3;0;1;0;0;0;1;5;2;1;2;2;1;0;0;0;3;1;0;0;0;0;3;4;1;0;1;2;0;2;2;2;2;2;2;2;1;3;3;0;5;3;2;1;3;2;4;4;0;1;2;3;1;3;3;0;3;1;1;0;3;1;2;3;2;0;1;1;2;2;2;3;"Gammarus sp.";"GEN"
"109";"Crustacea";"GAMMARIDAE";"Echinogammarus";"sp.";0;0;0;0;3;0;0;0;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;2;3;0;0;0;0;0;1;5;2;1;2;2;1;0;0;0;3;0;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;1;3;2;0;3;0;0;5;3;1;1;5;2;4;4;0;0;2;0;0;2;2;0;3;1;0;1;0;0;2;2;0;0;0;0;1;1;2;2;"Echinogammarus sp.";"GEN"
"110";"Crustacea";"GAMMARIDAE";"Niphargus";"sp.";0;0;0;0;3;0;0;0;3;3;0;0;3;3;0;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;1;3;0;0;0;0;0;1;3;1;3;0;0;0;5;1;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;5;0;0;0;0;0;0;0;3;3;1;0;1;1;3;5;0;0;0;0;0;3;1;0;0;2;0;0;3;0;3;0;1;3;1;1;0;0;0;0;1;1;1;3;"Niphargus sp.";"GEN"
"111";"Crustacea";"CRANGONYCITIDAE";"Crangonyx";"sp.";0;2;2;0;0;0;0;0;3;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;2;3;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;3;0;0;0;0;0;3;2;3;0;0;3;0;0;0;0;0;1;1;1;0;2;0;0;0;0;0;1;3;0;0;3;0;3;3;0;0;0;2;1;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;"Crangonyx sp.";"GEN"
"112";"Crustacea";"COROPHIIDAE";"Corophium";"sp.";0;0;3;0;0;0;0;3;0;0;0;3;3;3;0;3;3;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;1;3;1;0;0;0;0;2;2;1;0;0;0;0;0;0;2;3;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;3;0;0;3;0;0;3;3;0;3;1;0;3;3;0;0;0;2;1;3;3;0;1;0;0;1;3;1;0;0;0;0;0;0;3;"Corophium sp.";"GEN"
"113";"Crustacea";"ASELLIDAE";"Asellus";"aquaticus";0;0;0;3;0;0;0;3;1;0;1;3;3;3;0;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;2;0;3;0;0;0;0;0;0;3;0;2;0;0;0;1;3;1;1;0;0;0;0;0;0;3;0;0;0;0;0;3;5;3;0;0;2;0;2;2;2;2;2;2;2;2;3;0;0;1;1;1;0;5;3;2;3;1;3;3;0;0;1;3;2;3;2;0;0;3;0;0;2;3;1;1;1;1;2;3;3;"Asellus aquaticus";"SPE"
"114";"Crustacea";"ASELLIDAE";"Proasellus";"sp.";0;0;3;0;0;0;0;1;3;0;1;2;3;3;0;3;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;2;2;0;3;0;0;0;0;0;0;3;0;2;0;0;0;1;3;1;1;0;0;0;0;0;0;3;0;0;0;0;0;3;3;2;0;2;0;0;3;3;1;1;1;1;1;3;3;0;0;0;3;0;0;4;3;0;0;0;3;2;1;0;1;3;1;3;1;0;0;3;0;0;1;3;0;1;1;2;2;2;3;"Proasellus sp.";"GEN"
"115";"Crustacea";"ATYIDAE";"Atyaephyra";"desmaresti";0;0;0;0;3;0;0;1;3;0;3;0;3;3;0;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;5;0;0;0;0;0;0;1;3;0;0;0;1;0;0;0;0;3;1;0;0;0;0;1;3;1;3;1;2;0;0;0;0;0;2;3;0;2;3;0;0;1;0;0;0;3;0;0;0;0;3;2;0;0;0;2;3;3;1;0;1;3;0;1;3;1;0;0;0;0;0;1;3;"Atyaephyra desmaresti";"SPE"
"116";"Crustacea";"ASTACIDAE";"Astacus";"astacus";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;1;4;2;0;0;0;0;0;1;0;1;0;0;2;2;0;1;1;0;0;0;2;0;0;2;2;0;0;1;0;0;1;2;2;1;0;0;1;3;0;0;2;0;1;0;0;0;0;0;1;2;2;1;0;3;1;0;3;1;2;2;2;0;1;2;1;0;0;0;1;1;1;1;"Astacus astacus";"SPE"
"117";"Crustacea";"ASTACIDAE";"Austropotamobius";"sp.";0;0;0;0;0;0;3;0;3;3;0;0;3;3;0;2;3;0;0;3;0;0;0;0;0;2;0;0;2;0;0;2;0;0;3;0;0;0;0;0;1;4;1;0;0;0;0;0;3;0;2;2;0;2;0;0;0;3;0;0;0;0;0;0;2;2;0;0;1;0;0;3;3;0;0;0;0;1;3;0;0;3;1;0;0;0;0;1;0;0;0;1;3;2;3;0;0;3;0;3;1;1;1;1;0;0;0;0;0;0;0;0;0;"Austropotamobius sp.";"GEN"
"118";"Crustacea";"ASTACIDAE";"Pacifastacus";"sp.";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;3;3;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;3;0;1;2;0;0;0;3;0;0;0;2;0;0;3;2;0;0;1;0;0;1;1;1;0;0;0;1;3;1;0;1;0;0;0;3;0;0;0;0;0;2;2;0;3;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;"Pacifastacus sp.";"GEN"
"119";"Crustacea";"CAMBARIDAE";"Orconectes";"limosus";0;0;0;0;0;1;3;0;3;0;3;0;3;3;0;3;3;0;0;3;0;0;0;0;0;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;1;4;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;2;2;0;0;2;0;0;2;2;0;0;1;0;0;1;2;2;2;2;0;1;3;0;0;2;0;0;2;3;0;0;0;0;2;3;1;0;2;3;0;3;0;0;0;3;0;0;3;2;0;0;0;0;0;0;3;"Orconectes limosus";"SPE"
"120";"Crustacea";"CAMBARIDAE";"Procambarus";"clarkii";0;0;0;0;0;0;3;0;3;0;3;0;3;3;0;2;3;0;0;3;0;0;0;0;0;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;3;0;0;0;2;0;0;3;0;0;0;3;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;1;3;3;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;"Procambarus clarkii";"SPE"
"121";"Crustacea";"GRAPSIDAE";"Eriocheir";"sinensis";0;0;0;0;0;3;2;0;3;0;3;0;3;3;0;2;0;0;3;0;0;0;0;0;0;3;0;0;0;0;0;0;3;0;3;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;3;0;0;3;1;0;0;3;0;0;0;3;0;0;3;2;0;0;0;0;0;0;0;0;2;3;3;0;3;0;0;2;0;1;0;2;0;0;0;0;3;2;0;0;0;0;2;2;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;"Eriocheir sinensis";"SPE"
"122";"Crustacea";"POTAMIDAE";"Potamon";"sp.";0;0;0;0;0;3;0;0;3;0;3;0;3;3;0;2;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;2;3;0;0;0;0;0;2;0;1;2;0;3;0;0;0;3;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;3;0;0;0;3;0;0;2;0;3;2;0;0;3;0;0;3;2;0;3;2;0;0;0;0;0;0;0;0;0;0;0;"Potamon sp.";"GEN"
"123";"Ephemeroptera";"EPHEMERIDAE";"Ephemera";"sp.";0;0;0;0;3;0;0;1;3;3;1;0;3;3;0;0;0;0;3;1;0;0;0;0;1;1;1;3;2;0;0;3;0;1;3;0;0;0;0;0;0;1;4;0;0;0;0;3;2;1;0;0;2;0;0;0;1;3;0;3;0;1;0;3;2;0;0;1;2;0;0;2;2;3;4;4;0;2;3;0;0;0;4;5;1;1;0;1;1;3;1;3;2;0;1;2;1;3;0;0;0;3;1;1;3;1;0;0;0;0;1;3;3;"Ephemera sp.";"GEN"
"124";"Ephemeroptera";"POLYMITARCYIDAE";"Ephoron";"virgo";0;0;0;3;0;0;0;3;1;0;3;0;3;3;0;0;0;3;0;0;0;0;0;0;1;3;1;3;3;0;0;0;0;1;3;0;0;0;0;0;0;0;5;0;0;0;0;5;0;0;0;0;0;0;0;0;1;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;1;3;4;4;0;0;3;0;0;1;3;4;1;0;0;0;0;0;0;1;1;0;0;0;2;3;0;0;0;3;0;0;2;1;0;0;0;0;0;0;3;"Ephoron virgo";"SPE"
"125";"Ephemeroptera";"POTAMANTHIDAE";"Potamanthus";"luteus";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;0;1;0;0;0;0;0;2;1;1;3;0;0;0;1;2;1;3;0;0;0;0;0;1;4;1;2;0;0;0;3;3;2;1;0;0;0;0;0;2;3;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;4;2;0;0;3;0;0;3;3;2;1;0;0;0;3;2;2;3;2;1;0;2;2;3;0;0;0;3;0;0;3;2;0;0;0;0;0;0;3;"Potamanthus luteus";"SPE"
"126";"Ephemeroptera";"PROSOPISTOMATIDAE";"Prosopistoma";"pennigerum";0;1;3;0;0;0;0;3;0;0;3;0;3;3;0;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;0;3;1;3;0;0;0;0;0;0;5;0;0;0;0;0;0;2;2;0;1;0;4;0;0;0;2;1;0;0;2;0;2;1;0;0;0;0;0;0;0;0;2;2;0;0;0;3;0;0;3;0;0;0;2;0;1;0;0;0;0;1;3;0;1;0;3;0;0;0;3;1;3;1;0;0;0;0;0;0;0;3;"Prosopistoma pennigerum";"SPE"
"127";"Ephemeroptera";"OLIGONEURIIDAE";"Oligoneuriella";"rhenana";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;3;1;0;0;0;0;0;3;1;1;2;3;0;0;0;0;1;3;0;0;0;0;0;1;4;0;0;0;0;1;2;0;3;0;0;0;0;0;0;2;0;2;3;0;0;0;2;2;0;0;0;0;0;0;1;1;3;3;2;0;0;3;0;0;3;0;0;0;3;0;2;0;0;0;0;2;3;0;3;0;3;0;0;1;3;0;1;3;0;0;0;0;0;0;0;3;"Oligoneuriella rhenana";"SPE"
"128";"Ephemeroptera";"HEPTAGENIIDAE";"Epeorus";"sp.";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;0;3;0;0;0;0;0;2;1;1;3;1;0;0;1;3;1;3;0;0;0;0;0;0;5;0;0;0;0;0;1;0;3;1;0;0;0;0;0;1;0;3;0;0;0;0;5;0;0;0;0;0;0;1;4;3;1;0;0;0;0;2;3;2;5;0;0;0;0;0;0;0;0;0;0;1;3;3;1;0;3;0;1;0;1;2;3;1;0;0;0;0;0;1;1;3;"Epeorus sp.";"GEN"
"129";"Ephemeroptera";"HEPTAGENIIDAE";"Rhithrogena";"sp.";0;0;1;3;0;0;0;3;1;1;3;0;3;3;0;0;0;1;1;3;0;0;0;0;3;2;1;3;2;0;0;0;2;1;3;0;0;0;0;0;1;5;0;1;0;0;0;1;0;3;1;0;0;0;0;0;1;0;3;0;0;0;0;4;1;0;0;0;0;0;1;2;3;3;2;0;0;0;3;3;2;5;2;1;0;0;0;0;1;0;0;0;2;3;3;1;0;3;0;2;0;1;2;3;2;0;0;0;0;0;0;1;3;"Rhithrogena sp.";"GEN"
"130";"Ephemeroptera";"HEPTAGENIIDAE";"Ecdyonurus";"sp.";0;0;0;3;0;0;0;3;1;1;3;0;3;3;0;0;0;2;0;3;0;0;0;0;3;1;1;3;2;0;0;1;2;1;3;0;0;0;0;0;1;5;0;0;0;0;1;2;3;2;0;0;0;0;0;0;0;2;3;0;0;0;0;3;2;0;0;0;1;0;3;3;5;2;2;1;0;1;3;2;1;4;1;1;1;0;0;1;0;0;1;2;3;2;2;3;0;3;0;1;1;3;1;3;3;1;0;0;0;0;1;1;3;"Ecdyonurus sp.";"GEN"
"131";"Ephemeroptera";"HEPTAGENIIDAE";"Heptagenia";"sp.";0;0;0;3;0;0;0;3;1;1;3;0;3;3;0;0;0;1;2;0;0;0;0;0;3;1;1;3;1;0;0;2;2;1;3;0;0;0;0;0;1;5;0;0;0;0;1;2;2;3;1;0;0;0;0;0;1;2;3;0;0;0;0;4;2;0;0;0;2;0;0;1;2;4;4;1;0;1;3;0;0;5;2;1;0;1;0;1;1;0;0;2;3;2;0;3;1;3;0;0;0;3;0;1;3;1;0;1;1;1;2;2;3;"Heptagenia sp.";"GEN"
"132";"Ephemeroptera";"HEPTAGENIIDAE";"Electrogena";"sp.";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;1;2;0;0;0;0;0;3;1;1;3;2;0;0;1;2;1;3;0;0;0;0;0;1;5;0;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;3;2;0;0;0;1;0;0;2;2;2;2;1;0;1;3;1;1;4;0;0;0;0;0;1;1;1;0;3;0;0;1;3;0;3;0;0;0;3;1;3;2;1;0;0;0;0;0;1;3;"Electrogena sp.";"GEN"
"133";"Ephemeroptera";"CAENIDAE";"Brachycercus";"harisella";0;0;3;0;0;0;0;3;0;0;3;0;3;3;0;0;0;1;2;0;0;0;0;0;1;1;1;1;3;0;0;0;0;1;3;0;0;0;0;0;0;5;0;0;0;0;0;3;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;2;2;0;0;3;0;0;0;0;3;2;1;0;0;0;3;0;3;0;0;0;3;0;3;0;0;0;3;0;1;3;2;0;0;0;0;0;0;3;"Brachycercus harisella";"SPE"
"134";"Ephemeroptera";"CAENIDAE";"Caenis";"sp.";0;2;3;0;0;0;0;3;0;0;1;3;3;3;0;0;0;1;2;0;0;0;0;0;2;1;1;1;2;0;0;1;2;1;3;0;0;0;0;0;0;5;1;1;0;0;1;4;2;1;1;1;0;0;0;0;3;1;0;0;0;0;0;2;4;2;1;1;3;0;0;1;2;3;3;4;0;4;3;1;0;2;2;3;3;4;0;2;3;5;3;3;1;0;1;3;2;3;1;0;1;3;0;1;3;1;0;0;0;1;1;2;3;"Caenis sp.";"GEN"
"135";"Ephemeroptera";"SIPHLONURIDAE";"Siphlonurus";"sp.";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;1;3;0;0;1;0;0;1;2;1;3;3;0;0;0;0;1;2;0;0;0;0;0;3;1;0;0;0;0;1;3;1;1;3;2;0;2;0;0;2;1;3;0;0;1;0;0;3;1;2;1;3;0;1;2;3;3;1;1;0;5;3;2;2;0;0;1;1;4;0;0;0;1;3;3;0;0;0;2;2;3;0;0;0;3;0;3;3;1;0;1;1;1;2;3;3;"Siphlonurus sp.";"GEN"
"136";"Ephemeroptera";"AMELETIDAE";"Ameletus";"inopinatus";0;0;0;3;0;0;0;3;0;0;3;0;3;3;0;0;0;1;3;0;0;0;0;0;1;3;1;3;2;0;0;0;2;1;2;0;0;0;0;0;5;1;0;0;0;0;1;2;3;2;0;0;0;0;0;0;2;1;3;0;0;0;0;3;3;0;0;0;2;0;2;3;1;0;0;0;0;1;2;2;0;3;1;1;1;0;0;2;1;2;1;1;3;1;3;0;0;3;0;0;0;3;3;3;0;0;0;0;1;1;1;3;3;"Ameletus inopinatus";"SPE"
